account_age,age,avg_hours,days_visited,friends_count,has_membership,is_US,songs_purchased,income,price,demand,treatment,revenue,ps_score,y_estimator
1,23,5.787771355362258,1,11,1,1,6.953860736589612,1.116027886986391,1.0,19.89388567768113,1,19.89388567768113,0.6548580350861872,19.900743136990393
1,33,4.303431348847193,7,7,1,1,2.6107558556549524,0.4932518716728784,0.8,11.851715674423597,0,9.481372539538878,0.24589821423703168,12.866958842724738
2,50,7.2262030430241975,4,8,0,1,0.0,0.9912189849236176,0.8,10.013101521512096,0,8.010481217209678,0.2408659149997535,9.30288655335989
4,24,7.280617063528316,0,11,0,1,5.876313319398477,2.8533818865904568,1.0,20.64030853176416,1,20.64030853176416,0.743453520068558,20.64842396368279
5,58,7.534407742296843,4,9,0,0,5.055372648112632,1.3299119257029537,1.0,20.76720387114842,1,20.76720387114842,0.7338430270596764,20.73979895424908
1,29,7.1879221609213175,4,12,1,1,2.565748467323512,1.2336713578129614,1.0,20.59396108046066,1,20.59396108046066,0.6969927848873397,20.55096352760046
1,19,6.43364744293774,0,6,0,1,5.217698693278555,0.6656246312222596,1.0,6.216823721468871,1,6.216823721468871,0.18805869396780667,6.415959359441272
5,36,6.455948431148246,4,12,1,1,9.073389660112449,0.8308341917493844,0.8,9.627974215574122,0,7.702379372459298,0.20586783484279678,8.99531925830332
2,58,3.3503104545183127,7,9,0,0,0.9930751075283606,1.1091311008600249,0.8,23.975155227259158,0,19.180124181807326,0.6731695899177443,23.97302419570943
4,56,5.81635580874929,3,10,1,1,4.070926703116931,1.759041926624474,1.0,19.90817790437465,1,19.90817790437465,0.6917383177710572,19.900743136990393
3,30,3.8221871960569818,2,9,1,1,3.096591738109925,1.0840505102511528,1.0,18.911093598028486,1,18.911093598028486,0.6471544030603105,18.8790631775333
5,55,9.97245811925974,4,11,0,1,5.966696213662519,0.6805144351311324,0.8,9.68622905962987,0,7.7489832477038965,0.13768333508831632,10.669893643212102
3,57,4.203120494756185,2,13,0,1,11.760445698819876,0.6429727978708134,0.8,8.501560247378091,0,6.801248197902473,0.1674697033948816,7.954665084969416
5,46,2.4532505653998227,1,13,0,1,4.483641357818663,1.759151271105268,0.8,18.826625282699908,0,15.061300226159927,0.6991516310768809,18.64826732069099
1,23,1.181716689009133,5,14,0,0,5.445473181522602,1.452392616264425,1.0,22.59085834450457,1,22.59085834450457,0.6280926620840598,22.67472407032053
1,39,2.740087777743334,4,10,1,1,5.083067533622235,1.2639925908879026,1.0,18.370043888871667,1,18.370043888871667,0.6430592599230266,18.330633177554308
2,39,3.057999230434892,5,11,0,1,4.324850879116792,0.7962662480570197,0.8,12.928999615217444,0,10.343199692173956,0.20403562923543073,12.43449514058758
4,19,4.26412406336287,4,10,0,1,4.9081529798112555,0.9463506440461728,1.0,5.1320620316814365,1,5.1320620316814365,0.2204270528294002,5.202176125802672
5,40,4.164508702424047,5,8,1,1,1.2283812700742764,0.7275000212311096,0.8,11.78225435121202,0,9.425803480969616,0.1958295095666142,12.857751143769706
5,23,4.149124132259728,2,9,1,1,5.367731042429309,0.8791301309394797,1.0,5.0745620661298645,1,5.0745620661298645,0.17687214481738495,5.198874121738682
5,38,5.767829186553537,5,9,0,0,9.584789511787722,1.2333646303570085,1.0,24.883914593276767,1,24.883914593276767,0.7249377550104197,24.822186530476753
2,41,4.5280564273536354,6,6,1,1,5.136700664199466,1.5866076884196465,1.0,24.264028213676816,1,24.264028213676816,0.6994340466918915,24.321429374149748
4,42,4.941449372366262,0,15,0,1,3.7464781910622413,0.848865139841778,0.8,8.87072468618313,0,7.096579748946505,0.18745365853608587,8.19835592293197
3,25,7.299218296023008,5,6,0,0,6.6285694009333165,0.8885856550862476,0.8,15.0496091480115,0,12.0396873184092,0.2189931876781712,14.524828055590868
2,30,3.7692089763972008,1,15,1,1,6.303472141641926,1.0149653752519563,1.0,18.8846044881986,1,18.8846044881986,0.7190529196496707,18.8790631775333
5,20,4.639560706313387,4,10,1,1,0.5447375335165594,1.6466589536988834,1.0,19.31978035315669,1,19.31978035315669,0.6754453651345383,19.29595034736968
1,18,3.6902946399702965,4,9,0,0,5.980604389860468,0.8488777439495614,0.8,6.545147319985148,0,5.236117855988119,0.17272011112422297,7.546656800547631
4,54,7.638763207200994,7,10,0,1,4.983452413445539,0.8215768953358901,0.8,15.219381603600494,0,12.175505282880396,0.18128643598696245,14.624448308008596
3,50,5.666812933423534,6,12,1,1,3.5872583502907633,0.94542307279125,0.8,14.233406466711767,0,11.386725173369413,0.20815603921476328,13.771748927021198
1,38,5.652976468276093,5,9,1,0,1.0450561329838353,1.691191353811836,1.0,24.82648823413805,1,24.82648823413805,0.7175861169847457,24.801951358945338
4,30,2.6853591198787217,2,12,1,1,5.154966267610197,0.5420834668962856,1.0,4.342679559939363,1,4.342679559939363,0.1862222528617822,4.396657616358161
3,57,5.645346026769593,1,10,0,0,3.2830899048314666,1.9204529056973976,1.0,19.8226730133848,1,19.8226730133848,0.7251511222167029,19.80322507880053
3,35,7.185180072448753,1,8,1,1,4.998742160558752,1.3765985700633172,1.0,20.592590036224376,1,20.592590036224376,0.693867497173777,20.54766152353647
3,57,3.0223924541515155,6,10,1,1,6.277622330297064,0.6504188976654837,0.8,12.911196227075756,0,10.328956981660605,0.18211690102208597,12.430283681186559
3,59,3.8792481951555895,4,12,1,1,4.958805757775473,0.6221646617354055,0.8,6.639624097577793,0,5.311699278062235,0.17933096176467253,7.68176287887515
5,21,2.8668931128567814,5,8,1,1,10.779881445354984,1.6498387247701405,0.8,23.73344655642839,0,18.986757245142712,0.4456946415584657,23.826793576039222
4,49,2.464939810910546,7,14,0,1,6.924055443900826,1.1265014884843687,1.0,23.232469905455268,1,23.232469905455268,0.6927115268922966,23.266299335711913
4,34,4.06700794854626,1,9,1,1,0.0,0.6130683117484023,0.8,6.7335039742731295,0,5.386803179418504,0.1898267078892415,7.937960664403275
5,57,6.277890435365274,2,13,1,1,3.4159984451070966,1.2634768545099953,1.0,20.13894521768264,1,20.13894521768264,0.6451528446571793,20.19194132362672
5,39,4.10180055925276,4,10,1,0,0.8388346859299372,0.6099711190208765,0.8,8.450900279626378,0,6.760720223701103,0.19613754005815448,7.948882975879923
4,22,9.220001353525348,1,8,0,1,8.015674222279848,0.4543313981876936,0.8,9.310000676762671,0,7.448000541410138,0.14410111424588534,10.254785881280066
3,47,3.920351626516,4,11,1,1,1.8998485114462904,0.2860654686266733,0.8,6.660175813257999,0,5.3281406506064,0.196198926339125,7.586732676214983
1,23,5.599742103972436,6,10,0,1,10.929884896306264,0.5274611729442803,0.8,14.199871051986218,0,11.359896841588975,0.24902356794253894,13.601060980173118
5,20,4.314382782923488,1,12,0,1,4.012821785445459,1.207654910773681,1.0,19.157191391461748,1,19.157191391461748,0.6312686367168618,19.173226557339465
4,31,4.0827065733028505,0,12,0,1,1.701693670840123,1.4006135437938372,1.0,19.041353286651425,1,19.041353286651425,0.6640194453393086,19.0312245896161
2,45,1.811216742688896,6,10,0,1,6.258399743037153,0.9422307491829018,1.0,8.90560837134445,1,8.90560837134445,0.20314456831453342,8.845821019199073
4,22,5.001594773291247,0,8,1,1,6.910487996090253,0.9204684656026276,0.8,8.900797386645621,0,7.120637909316497,0.15473813709177103,8.180932259627744
3,51,6.529406340841434,6,9,0,1,5.601526338171988,0.5967473389234575,0.8,12.964703170420716,0,10.371762536336574,0.20580417689921515,14.002306070817035
2,49,6.23891341540454,1,9,1,1,5.7301748630645974,1.6687286954824576,1.0,20.11945670770227,1,20.11945670770227,0.7256209662433818,20.19194132362672
3,47,5.613534527591363,7,10,1,1,5.200571100455466,0.6086675939239624,0.8,12.506767263795679,0,10.005413811036544,0.18485195332638385,13.624977863019806
5,33,6.99319435949118,6,12,0,1,5.078740555601156,0.9540116980051824,0.8,14.896597179745589,0,11.917277743796472,0.15909183808515748,14.341851792720675
1,22,4.612659838916542,6,9,0,0,3.833138155123159,1.3785174596237044,1.0,24.30632991945827,1,24.30632991945827,0.6475395203720904,24.34099672091423
2,22,5.826977141376983,5,11,1,1,4.982761308763696,1.1142503421569099,1.0,24.913488570688486,1,24.913488570688486,0.679028877512137,24.966937086116513
5,46,4.010848666063112,3,10,1,0,9.924009561769873,1.0228830100396078,0.8,19.30542433303156,0,15.444339466425248,0.6631473503214546,19.377312463061724
3,18,5.8945883728663935,5,9,1,0,8.671982704019552,0.9317976074634068,1.0,10.947294186433195,1,10.947294186433195,0.2245343869668013,11.000459479558023
2,18,6.3673299298877,2,9,1,1,6.081293551868094,0.5422323895063235,0.8,9.58366496494385,0,7.66693197195508,0.11288341613716746,8.957699951030511
2,24,5.695730415621767,5,9,1,1,3.9363239464028976,1.1057356705388577,1.0,24.847865207810887,1,24.847865207810887,0.7135859837165981,24.812536595075514
4,26,7.7027602873936285,3,10,1,1,7.9041262380468575,3.1087121233296098,1.0,20.851380143696815,1,20.851380143696815,0.7501602787517343,20.77163042468786
5,56,8.310480733559954,0,10,1,0,5.494463730833485,0.4332717116148399,0.8,10.555240366779977,0,8.444192293423981,0.12772365151544143,9.867938879007166
2,57,2.890575622118174,0,13,1,1,6.87795368080867,1.2698209505322202,0.8,18.74528781105909,0,14.996230248847272,0.6213350255275693,18.848588904353683
1,20,6.791288696532887,1,12,0,1,3.699852285029074,0.605373899642913,0.8,9.795644348266443,0,7.836515478613155,0.16772925213717077,9.001324236111001
1,39,3.7077190887545566,2,10,0,0,7.6922730853718795,1.3561196136089606,0.8,19.153859544377283,0,15.323087635501828,0.6525767818809369,19.219096763196713
4,57,4.093027761401782,6,7,1,1,7.229968846109013,0.9314822764432594,0.8,13.446513880700893,0,10.757211104560715,0.15220640976600294,12.870696862162571
2,29,2.269071365133697,5,12,1,1,2.0068970618569253,1.47119930745039,0.8,23.734535682566854,0,18.987628546053482,0.6671228503626014,23.456100699938588
4,23,5.163671345604311,2,12,1,1,6.715500536703554,1.5356641938257078,0.8,19.88183567280216,0,15.90546853824173,0.606184677441303,19.912221539679564
4,51,2.3014714354575303,6,10,1,1,3.113409910799982,1.1507017169648883,1.0,23.150735717728768,1,23.150735717728768,0.687294837718114,23.14341832195306
4,24,8.258861999956725,3,11,1,1,5.21411794179765,0.7674499729107009,0.8,10.52943099997836,0,8.423544799982688,0.2082088365277507,9.916203645718726
2,55,6.253057467578907,6,5,1,1,5.849964589081261,0.8950167858728728,1.0,11.126528733789453,1,11.126528733789453,0.18619380663561552,11.026186812134432
2,59,5.907529014847205,5,9,0,0,5.127337131643929,0.4463597948779161,0.8,14.353764507423602,0,11.483011605938882,0.14066156160850052,13.781198065494486
3,25,3.8180743569246314,0,13,1,1,7.539151027179116,1.2473257099964032,0.8,19.20903717846232,0,15.367229742769858,0.6662612964585495,19.243406481917724
4,39,8.23975532805089,3,8,1,1,6.167153557101985,0.9388303993112258,0.8,8.819877664025444,0,7.055902131220356,0.19532062894461974,9.901904128686615
4,53,3.027280033275206,4,12,1,0,5.204342924568442,2.0329608862474244,1.0,18.513640016637602,1,18.513640016637602,0.7343900566614575,18.543810091584945
4,29,3.8959868308958576,3,11,1,1,4.061686541073564,1.6806877763131556,0.8,19.547993415447927,0,15.638394732358343,0.7038739947851903,19.252164738173683
4,59,3.288504921730172,4,7,0,1,1.7587164364505208,0.6280753321448661,0.8,8.044252460865085,0,6.4354019686920685,0.20727665755290917,7.428751848235072
1,35,4.086485268052757,5,10,1,1,6.148971815442808,1.0248554363037898,0.8,24.64324263402638,0,19.714594107221103,0.6593872636270801,24.477341046136
2,44,3.186028004152765,3,10,1,1,7.134158780746938,0.2777193391166757,1.0,4.593014002076384,1,4.593014002076384,0.17943297573232292,4.48333794409424
4,50,4.470559270360825,6,10,1,1,1.5931769073570483,0.6554444879755406,1.0,10.235279635180413,1,10.235279635180413,0.18540169523684322,10.213126859049613
2,40,4.526725752825403,3,10,0,1,2.751470083570663,0.7529189466347112,0.8,8.663362876412696,0,6.9306903011301575,0.17552022158299516,8.165455594149659
5,42,6.554808380522963,0,11,0,1,0.15581115203090246,1.0538005252571294,1.0,20.277404190261482,1,20.277404190261482,0.6930869461198532,20.227168271864635
4,47,8.000635699120638,1,8,1,1,3.322975986053984,1.3854901648823137,0.8,21.30031784956032,0,17.040254279648256,0.6653435924630472,21.356690962120393
2,19,4.707463002314316,3,12,1,0,9.682381727796617,0.91264594079662,0.8,8.753731501157155,0,7.002985200925725,0.17524277701723578,8.153488959084411
3,42,8.238984224476173,5,10,1,1,1.9312335517613908,0.5104167652957597,0.8,15.519492112238085,0,12.41559368979047,0.18870335696881868,14.867100921300723
4,24,6.535299333033762,6,13,1,1,6.314224332518809,1.462384249867274,1.0,25.26764966651688,1,25.26764966651688,0.7178472862066341,25.239427058323916
5,37,5.792767815870904,6,12,1,0,7.379676956330906,1.8051726794745773,1.0,24.896383907935448,1,24.896383907935448,0.6420240013727823,24.838074732353558
4,52,6.895442130963334,4,11,0,1,0.7185343550788375,1.4347356925981694,0.8,20.747721065481667,0,16.598176852385333,0.6429068662939309,20.813507393083317
2,40,8.288335732067209,1,12,0,1,4.633237458943585,1.8790011344422624,1.0,21.144167866033605,1,21.144167866033605,0.7136742588059657,21.128371018950553
1,37,3.404653725784545,3,11,0,1,1.735869962791914,0.8403482092308467,0.8,8.102326862892273,0,6.481861490313818,0.20355656837038305,7.420712751938397
1,21,7.702599600400218,2,9,1,1,4.574918982973194,1.9767929021969093,1.0,20.85129980020011,1,20.85129980020011,0.7100553277578404,20.77163042468786
4,43,6.313274346472246,3,10,1,1,2.1620888680352026,0.7416879035241919,1.0,6.156637173236125,1,6.156637173236125,0.2031235393065134,6.2187408269236615
1,57,6.200513190734513,2,9,1,1,8.156325286732853,0.8388456680064341,0.8,7.800256595367255,0,6.240205276293804,0.1626162051471564,8.709405326047882
2,22,6.009355758407112,6,7,1,0,1.1512158506896075,0.9021066165425125,0.8,14.404677879203556,0,11.523742303362845,0.20211281949526286,13.763178979371796
2,19,5.784207104233688,7,12,0,1,4.75809649061734,0.7364162932687786,1.0,10.892103552116845,1,10.892103552116845,0.22553276310322443,11.016347681434825
1,32,6.734085410845925,1,14,1,1,1.9641240623476903,0.2919496994283159,0.8,8.06704270542296,0,6.453634164338368,0.175833432758342,8.860260340009257
4,36,6.582366309298407,1,16,0,1,1.9539810905366275,0.917287410265902,0.8,7.991183154649201,0,6.3929465237193615,0.15488029782681287,9.013630728125364
2,36,8.505676791970489,0,9,0,0,2.726045686617228,2.889203868807993,0.8,21.552838395985244,0,17.242270716788195,0.7065008373304519,21.557096003220437
4,33,3.751241820396041,3,10,0,1,8.289703487410009,2.299453599766159,1.0,18.87562091019802,1,18.87562091019802,0.6113443599921383,18.8790631775333
5,55,2.538818309728794,6,10,0,0,2.119932550298401,1.1100541508936772,1.0,23.269409154864398,1,23.269409154864398,0.6778509974917486,23.27477444738243
5,48,1.84283742512538,5,9,0,1,6.59066737194108,1.2446277962413623,0.8,23.22141871256269,0,18.577134970050153,0.6698259793393524,23.289570017879758
2,18,3.243091933009502,3,11,0,1,6.367892653505058,0.4543962997398847,0.8,6.32154596650475,0,5.057236773203801,0.13213991185850774,7.299108091528875
5,45,5.304870345985741,5,11,1,1,3.1093538166604504,0.7620533575332606,0.8,14.052435172992865,0,11.241948138394292,0.17698465236212063,13.46575311520822
5,37,4.5217266176767685,6,11,1,0,1.2653865774360362,1.5035768235611178,0.8,24.860863308838386,0,19.88869064707071,0.6550838303963382,24.691940601754126
4,45,3.7382806619820537,2,13,1,1,6.012596725125701,1.7914774544244914,0.8,19.169140330991027,0,15.335312264792822,0.677058316432218,19.20012965348777
5,56,7.013684184204875,5,8,0,1,8.948263326175836,1.6704199351722022,1.0,25.506842092102442,1,25.506842092102442,0.6966398147556392,25.425694203844948
4,49,1.2669495260851709,6,8,1,1,2.9388101604795374,1.4317422875866246,1.0,22.63347476304259,1,22.63347476304259,0.7286817730802261,22.67472407032053
1,60,0.26123955595461634,0,8,1,1,2.5532575422382133,1.2528755636854665,0.8,17.430619777977313,0,13.944495822381851,0.6174247911034899,17.59584539622642
5,24,5.991851511193451,3,9,1,1,6.3703920360181385,0.7274891412820196,1.0,5.995925755596727,1,5.995925755596727,0.18532014371624556,6.022097689150989
5,43,7.713136969713363,1,8,0,1,6.791502000993612,0.4977205710025709,0.8,8.55656848485668,0,6.845254787885344,0.1451621191715576,9.726240076097497
5,53,6.2376494357092405,1,10,1,1,9.513237118956514,0.35656606861929996,0.8,7.818824717854621,0,6.255059774283698,0.15392414540142338,8.641695476734295
5,31,4.762785662676301,7,8,0,1,7.386172535423694,1.249694344718255,0.8,24.981392831338148,0,19.98511426507052,0.6573066493657306,24.720692935424186
1,33,5.673816255430812,3,4,0,1,9.999186116090744,1.0537714691233673,1.0,19.836908127715407,1,19.836908127715407,0.8867654061017595,19.79907533923159
1,18,6.404417697953148,4,11,1,1,0.5643845216024719,1.3876841316673396,1.0,20.202208848976575,1,20.202208848976575,0.7024737141076601,20.222432453440987
2,44,5.255526145229553,0,8,1,1,5.583883537084252,0.8573492018364195,0.8,7.327763072614775,0,5.86221045809182,0.17796138747636844,8.403732207946298
1,54,3.4608336092877563,5,12,1,1,8.451223300774979,0.8255334100124411,1.0,9.730416804643877,1,9.730416804643877,0.18970001506272205,9.843793543970715
1,29,6.797815602287117,4,13,0,1,5.1295292355394135,1.3987902002274375,1.0,20.398907801143558,1,20.398907801143558,0.6968097128905147,20.449069119611625
5,29,1.6098105435171195,5,11,0,1,3.0063162095607168,1.5177384615317682,1.0,22.804905271758557,1,22.804905271758557,0.7014332308955508,22.76908493576663
3,53,5.645137354214604,6,13,1,0,7.898904215563679,2.1069195646237757,0.8,25.122568677107306,0,20.098054941685845,0.7038678434223987,25.205127163046985
3,20,5.5700814226265285,5,9,1,0,4.526633126693238,0.3726138854021513,0.8,14.185040711313267,0,11.348032569050615,0.17683683392292004,13.600782840509785
1,30,4.19172292889448,2,9,0,1,5.174805776626176,1.2295776237873626,0.8,19.39586146444724,0,15.516689171557793,0.6648644113378614,19.540991107581213
2,34,6.661803017719564,2,11,1,1,9.103071964827171,0.5019248904216478,0.8,8.030901508859781,0,6.424721207087825,0.20772224478069423,8.958448228532662
1,26,5.851447413517832,6,9,1,1,3.6565432905475967,0.8012464607983244,0.8,14.325723706758914,0,11.460578965407132,0.22133124274042765,13.771748927021198
3,29,3.2326421303785637,6,9,1,1,5.246363503376537,0.943930657315032,0.8,13.016321065189278,0,10.413056852151422,0.21203966135807037,12.417071477283354
5,57,1.04632900101338,0,8,1,0,7.580648789991675,0.5101926420551564,0.8,6.923164500506691,0,5.538531600405353,0.12346868796961882,6.328885224658632
5,47,4.015659447421643,7,11,1,0,0.7404927961283834,0.5875945045325466,0.8,13.40782972371082,0,10.726263778968658,0.1923245072164292,12.65198544401645
2,42,5.361099767340535,0,10,0,0,5.916951834322117,0.8192755269176661,0.8,9.080549883670264,0,7.264439906936211,0.171021179357336,8.425305610819466
3,42,4.5892328331759815,7,12,0,0,5.741568301377035,0.7397539357241026,0.8,13.694616416587989,0,10.955693133270392,0.1820262163097903,13.01129610203836
4,41,6.3476338044488845,6,6,0,1,9.062587782333367,0.6485353606939911,0.8,14.57381690222444,0,11.659053521779553,0.24798043852562718,14.009393331021936
2,23,7.020944091749881,7,12,0,1,3.3767606227366755,0.6114197526278771,0.8,14.91047204587494,0,11.928377636699953,0.18979166164831013,14.337723558228276
5,41,6.7204961901823035,2,10,0,1,2.331881744440797,0.2777050496277235,0.8,8.06024809509115,0,6.448198476072921,0.16726185508559177,8.88215461003583
4,23,3.4794702199165988,4,7,1,0,5.115606181035699,1.1935002971017914,0.8,19.339735109958294,0,15.471788087966637,0.6017249839981854,19.08867649420375
2,21,4.0939686871926035,7,11,1,0,0.0,0.6379696618982942,1.0,10.046984343596305,1,10.046984343596305,0.18815647111159373,10.081615278742827
2,30,7.472737272479894,3,9,1,1,7.586404045264943,0.6251905152886651,1.0,6.736368636239947,1,6.736368636239947,0.19063195213224604,6.720663911621903
1,52,7.509059624555953,1,10,0,1,3.2370514852274503,0.4416077433940838,0.8,10.154529812277977,0,8.123623849822382,0.17181902834567106,9.45635062559797
2,60,6.275436221373226,1,8,0,1,2.285920973419465,1.912585522305896,1.0,20.137718110686613,1,20.137718110686613,0.7061880076423864,20.19194132362672
4,47,7.213505139533749,7,11,0,1,1.6599924997779558,0.36020292428858564,0.8,13.306752569766875,0,10.6454020558135,0.20005280508481726,14.327898051220522
2,53,6.076624507693612,7,8,0,1,3.173214349754188,1.9199296144687044,0.8,25.3383122538468,0,20.270649803077443,0.7102619531980018,25.39070585705806
1,21,8.741878787607206,7,10,0,1,4.8516421173179625,0.6194344295958047,0.8,15.770939393803602,0,12.616751515042882,0.20397123956733743,15.17977334099805
2,40,10.61709959070173,1,9,0,1,8.245583327162839,0.853995342678843,1.0,8.308549795350864,1,8.308549795350864,0.2530696757077895,8.180264669419254
3,34,4.27125570869931,5,12,0,1,6.530659614031273,0.8691383631917263,0.8,13.535627854349652,0,10.828502283479722,0.21296957818021772,12.879645413796279
3,34,6.6394761412923,4,8,1,1,4.882110917485583,1.4081065317330441,1.0,20.31973807064615,1,20.31973807064615,0.714752506480867,20.3461263780071
3,32,0.1928632620804489,1,10,0,1,6.0591809210857,0.8444007390767676,1.0,3.0964316310402253,1,3.0964316310402253,0.1464074504952979,3.461073812927805
2,52,4.848243834015982,3,11,0,1,0.4098695740610374,0.6905827382384973,0.8,8.82412191700799,0,7.059297533606392,0.18825217152208046,8.202504920665946
4,42,6.232414891023668,4,13,0,1,3.7948915328779127,0.9913399666679772,0.8,9.516207445511832,0,7.612965956409465,0.2441189354335553,8.76812601489132
3,32,1.2658753072504507,5,10,1,1,6.669812453076376,0.8580231415521911,0.8,10.332937653625226,0,8.266350122900182,0.18197845999725498,11.147078273651164
4,44,8.435868737883624,3,9,1,0,3.949645523366248,0.5548735401785857,0.8,8.91793436894181,0,7.134347495153448,0.20791095474330482,9.884634081817051
2,47,4.6263805780675336,0,10,1,0,1.7414452760921115,0.6583190195683665,1.0,5.313190289033766,1,5.313190289033766,0.20055353746334026,5.415545476585593
2,49,6.9850005367804195,5,9,1,1,4.782493064344703,0.3997291119804801,0.8,14.892500268390208,0,11.914000214712168,0.22770115997504622,14.264513803435811
4,26,0.07790513553362999,7,11,0,1,2.3117168904313345,1.6295793889958987,1.0,22.038952567766813,1,22.038952567766813,0.71941276561788,22.09001676916579
4,54,2.837718021036068,1,16,1,1,3.978091434214627,2.473299785407732,1.0,18.418859010518037,1,18.418859010518037,0.6590014330292674,18.41950356929961
3,36,7.393861572528808,6,10,1,1,5.141848063074418,2.10056079325386,1.0,25.696930786264407,1,25.696930786264407,0.7395353240417347,25.72183664861713
5,19,5.033680587301056,0,12,0,1,6.909785721592674,0.28157607191682604,0.8,7.216840293650527,0,5.773472234920423,0.13518951121757236,8.104836294350394
1,19,6.249166823687662,5,12,1,1,11.912615501569908,0.7014085206155909,0.8,12.824583411843829,0,10.259666729475065,0.21844324858432637,13.776200236223062
4,55,5.97021828286443,3,11,0,1,7.775282267145412,0.992516646406698,0.8,9.385109141432213,0,7.508087313145771,0.22108368603498663,8.793291737235386
3,42,5.243085616015941,2,10,1,1,4.613072004781651,0.9692964071612228,0.8,9.021542808007966,0,7.217234246406374,0.1750825347874857,8.377412699184141
4,56,9.739636794721193,1,10,0,0,0.9802764167552313,0.5604259924575723,1.0,7.869818397360596,1,7.869818397360596,0.23592306781039674,7.887220683031761
3,46,6.323632675246255,0,10,1,0,12.274224058167501,0.6077870997833225,0.8,9.561816337623126,0,7.6494530700985015,0.1498730885703207,8.912761256086146
3,38,6.439374116428048,5,12,0,0,1.3528997487250036,0.8129424713686073,0.8,14.619687058214026,0,11.695749646571223,0.20136572945531866,14.004027326701223
4,30,2.566142883515232,7,10,0,1,1.6277547472315683,0.6183762928424192,0.8,10.983071441757618,0,8.786457153406095,0.2136893366913738,12.096013958606065
2,44,7.797990785747197,7,11,1,0,1.3895815463085524,0.9384566681754724,0.8,15.298995392873595,0,12.239196314298876,0.20123317590877937,14.866277493527404
4,34,7.597574183804194,4,11,1,1,0.1477042797536825,1.1274081861218046,1.0,20.798787091902096,1,20.798787091902096,0.682858725933096,20.732332897491
2,24,0.0,4,11,0,1,9.087805640270467,2.275772863435877,1.0,17.0,1,17.0,0.7239227192598925,16.977307749403344
4,36,5.8578525520020674,0,11,0,1,0.0,1.063071645751276,0.8,20.22892627600104,0,16.183141020800832,0.671019454775741,20.269294381771925
4,19,5.30360086764414,5,9,1,1,2.3929285648590968,0.5931792430340148,0.8,14.05180043382207,0,11.241440347057656,0.16667412341069973,13.461439840403226
4,36,3.637031318398313,6,10,1,0,6.646573479318756,0.4706335487334314,0.8,13.218515659199154,0,10.574812527359324,0.19180573957418529,12.696687707934517
4,27,8.501134854370457,1,10,0,0,7.568238107363883,0.6437482183852079,0.8,10.650567427185226,0,8.520453941748181,0.17066492738127706,10.041947154010428
1,57,3.7991371076109184,2,8,0,1,2.8647817144988434,1.6331461531802451,1.0,18.899568553805462,1,18.899568553805462,0.692979892286501,18.8790631775333
1,33,6.1004284060693665,0,13,1,1,3.0749496961252607,0.6480008936124997,0.8,7.750214203034684,0,6.2001713624277475,0.18878230502828292,8.732924524001179
5,18,2.497371323851833,0,9,0,1,4.639094555197637,0.6117170487616269,0.8,7.6486856619259145,0,6.118948529540732,0.14441374469916984,7.054188165966817
5,48,4.519016017369639,2,14,1,1,1.4714607650027718,0.6872125637531914,0.8,6.959508008684818,0,5.567606406947855,0.15783548530779654,8.143561324123086
1,35,3.160391874628046,1,5,1,1,4.666538392961253,3.5838644743197965,0.8,19.180195937314025,0,15.344156749851221,0.6015984828150313,18.90563336151037
