ID,Taxonrich,logTN,ELEV,longitude,logprecip,logAREA,logCL,logHCO3,logSO4,SED,STRMTEMP,Percent.AGT,Percent.URB,Percent.Canopy,Riparian.Disturb.,ps_score,y_estimator
69,51,2.4593924869999997,1661,-116.91194399999999,-0.10869941699999999,2.775085602,4.062165664,6.971890345,4.942356453,22.85714286,9.7,0.03,0.04,0.0,0.0,2.243760027745166,52.697121443290634
70,66,2.100370545,1390,-118.42878,-0.322963887,4.7616609830000005,2.6878474939999997,7.007125557,5.10533923,20.0,14.2,0.0,0.02,0.0,0.0,1.9711727854496717,60.18201410334715
71,58,1.380211241,1081,-119.67638899999999,-0.394525168,3.217274544,4.6615505189999995,8.161391419,8.25901814,10.47619048,13.1,0.0,0.01,0.045454546,0.0,1.9972376000604133,56.71700545720812
72,42,2.6009728969999997,1162,-116.1561,0.764537177,3.2577118489999997,1.824549292,4.588725714,3.61361697,0.9523809520000001,7.5,0.0,0.0,0.045454546,0.0,2.3456102810189616,46.71977704389742
73,44,1.924279286,2049,-111.25428000000001,-0.479650006,1.383791231,2.76000994,8.167251874,5.879694646,7.619047619,8.0,0.0,0.0,0.0,0.0,2.0657488121716248,47.693544934120496
74,41,2.096910014,749,-120.15535,-0.850971266,3.713572067,4.674696249,8.290525687999999,5.231108617,71.42857143,14.3,0.0,0.0,0.875,1.4166666669999999,2.3262214616618215,46.39612942019524
75,44,2.008600173,875,-120.17442,-0.742337425,3.105035008,4.615120517,8.413202733,6.665556321,38.095238099999996,15.2,2.73,0.0,0.181818182,1.5,2.3613172634386768,49.10522474186291
76,35,2.795880017,642,-119.63725,-0.9063404009999999,2.853015971,4.928701911,8.100401329,5.11679549,34.28571429,12.7,0.03,0.0,0.409090909,0.6667,2.4800316456997678,48.28920683096499
77,44,2.856124443,951,-103.90375999999999,-0.780886095,5.704781975,6.354022154,8.437234847000001,10.09785707,94.0,23.0,18.8,0.0,0.409090909,1.5,2.851615886072317,38.80965846561694
78,76,1.556302501,781,-120.718333,0.051643233,2.048982334,1.987874348,6.131739401,2.240709689,27.61904762,10.7,0.0,0.0,0.0,0.0,1.6686793305506968,64.99588745547483
79,53,1.86332286,1083,-117.75771,0.209450224,0.667829373,2.63188884,8.064892845,4.355425953,30.47619048,6.4,0.0,0.0,0.0,0.0,1.9359571653174377,53.88481200729612
80,45,1.6989700030000001,2328,-110.67111100000001,0.07881118,4.82350218,2.5649493569999997,7.863628966,6.429719477999999,2.884615385,11.4,0.0,0.0,0.090909091,1.5,1.9348349915601553,48.69716468553585
81,70,2.093421685,1677,-118.78612,-0.301105093,1.247032294,2.397895273,5.9098151329999995,2.197224577,5.454545455,10.5,0.0,0.03,0.125,0.694475,2.103971512285067,61.60971776661648
82,55,1.176091259,1115,-123.739722,0.802449915,0.148420005,3.443618098,4.979743003,2.32238772,34.28571429,12.4,0.0,0.0,0.0,0.0,1.4353611407169238,57.75832393040782
83,56,1.653212514,490,-123.607778,0.7622067159999999,2.541601993,5.625099952999999,8.134073063999999,3.841600541,10.47619048,17.3,0.0,0.0,0.045454546,0.0,1.9149029966848645,58.09284686290975
84,48,2.888179495,2405,-116.48406000000001,-1.120857898,1.7263316640000002,5.245970886,7.08765808,5.153291594,40.0,11.6,0.0,0.0,0.0,1.0,2.7157655812062194,43.11285796852276
85,46,2.093421685,716,-118.52972199999999,-0.869884359,3.945264339,7.394984689,8.377728292,8.056838857999999,14.28571429,10.9,0.83,0.57,0.0,0.0,2.408677991586952,47.024697301469
86,49,2.4742162640000003,1561,-105.2,-0.403467105,6.320462492000001,4.914124394,7.358527662999999,7.104226259,41.6,21.0,0.74,0.39,0.076923077,0.0,2.386531882099986,45.64982576415277
87,35,1.612783858,612,-120.65278,-0.13238918800000002,5.020585625,3.487375078,7.498041651,4.1774594689999995,10.47619048,14.5,0.0,0.34,0.545454546,0.0,1.8110105282192188,51.37983802408372
88,46,2.966610986,685,-101.92956,-0.869884359,8.03807939,5.890538629,8.838136185,9.936985189,75.23809524,19.1,81.06,0.2,1.0,1.015163636,3.1007392247139856,37.88742965211623
89,30,3.1769589810000003,776,-102.8134,-0.936493439,8.21037451,5.905906658999999,9.598208611,9.509496367,69.23076923,17.4,3.28,0.04,0.954545455,1.287881818,3.0634277215020433,32.94888837799449
90,68,1.892094603,1010,-116.24656999999999,-0.140412154,2.056684555,3.377587516,6.736214599,7.278076685,56.25,9.0,0.0,0.01,0.090909091,0.0,1.955475740654594,53.81457695251516
91,57,1.880813592,1177,-115.219444,0.332894415,3.39182022,1.3609765530000002,7.318381711000001,3.688879454,16.19047619,9.0,0.0,0.01,0.0,0.0,1.8248572568669388,53.60662268864768
92,50,2.053078442,1213,-109.49351000000001,-0.544727175,7.98889243,5.095589,8.155141863999999,4.805659047,23.80952381,24.1,0.0,0.0,0.090909091,0.45456818200000004,2.339868169967583,46.91685860903717
93,53,2.762678563,374,-122.61083300000001,0.197210169,4.134846506000001,9.299120184,8.275687839,4.9466299639999995,16.19047619,22.4,0.0,0.0,0.0,0.090909091,2.5319290858431684,53.16900294341046
94,65,1.845098039,554,-122.48888899999999,0.765002618,2.9637254769999997,2.292534757,6.148303752,5.616771097999999,2.857142857,13.7,0.0,0.0,0.13636363599999998,0.0,1.7384215396371996,63.646301929953694
95,76,1.748188026,334,-123.9975,0.521171916,0.9042181509999999,4.935193099,7.413008955,4.4520190060000004,6.666666667,13.2,0.0,0.0,0.0,0.0,1.9819785909054637,64.7301177415308
96,59,1.8750612619999998,1263,-122.803611,0.141499562,3.229222117,5.536940489,6.448128857,3.446807893,0.0,16.0,0.0,0.0,0.045454546,0.0,2.0260810490379106,58.72069079532135
97,49,1.995635195,1807,-112.881111,-0.294371061,4.515683019,2.066862759,7.407200147999999,4.370712875,23.07692308,11.9,0.0,0.0,0.045454546,0.0,2.0226684514137623,52.7914411149421
98,40,3.236285278,784,-102.89902,-0.88673193,6.597527621,5.547908088,8.788373099,10.25241758,61.90476191,22.9,70.41,0.0,1.0,0.613636364,3.13578889470989,40.091180044825684
99,49,2.432969291,1464,-119.85305,-0.980829253,3.3968546319999997,4.856706812,6.625841868999999,5.019925341,66.66666667,12.5,0.0,0.0,1.0,1.5,2.4450974990755383,45.0739635693152
100,35,3.166726055,804,-102.23158000000001,-0.825536369,6.468862645,5.4901766279999995,8.588135787999999,6.639745106,86.66666667,24.0,15.09,0.0,0.818181818,1.462122727,2.991086365613612,32.01522378097108
101,31,2.320146286,1737,-103.79325,-0.230671818,2.474014209,4.536891345,8.339647094,4.300002799,39.42307692,15.3,0.0,0.0,0.681818182,0.0,2.2454961832144424,46.8487240141553
102,69,1.897627091,1175,-117.481389,-0.263965546,3.0170044089999997,2.90690106,6.735386825,2.954910279,0.9523809520000001,7.7,0.0,0.0,0.0,1.5,2.0236833900646456,61.915887983868345
103,62,2.3765769569999997,2065,-106.70766,-0.54818141,4.004419855,4.154184563,7.79759895,5.197944392,40.95238095,12.0,0.0,0.0,0.22727272699999998,1.1590909090000001,2.371681980085128,49.78258982692015
104,59,1.903089987,923,-121.10138899999998,0.973049066,2.18492705,2.653241965,5.2314906389999996,3.811097087,0.9523809520000001,7.1,0.0,0.0,0.0,0.0,1.8263034664629199,59.08113034189538
105,47,1.643452676,1517,-122.40777800000001,0.099845335,1.621366483,1.774952351,7.350749285,2.3025850930000002,4.7619047619999995,12.7,0.0,0.0,0.045454546,0.0,1.752423800540616,58.768996690343876
106,55,2.1398790869999997,1801,-110.78867,-0.061875404,3.0487989939999998,2.58021683,8.002175487999999,5.430660554,13.33333333,10.3,0.0,0.0,0.363636364,0.674245455,2.0226192555848685,53.41157639204556
107,43,3.216165901,312,-97.38293,-0.705219762,5.208337953,4.648229675,8.802343411,8.938820321,98.09523809999999,21.7,97.13,1.09,0.8636363640000001,0.9697136359999999,3.182627335244104,38.898490206953205
108,29,2.989449818,542,-101.24902,-0.858021824,8.923250123999999,5.367843429,8.744620196,9.061759154,86.66666667,17.6,61.12,0.74,0.9090909090000001,0.727309091,3.067531799663141,29.4813286164131
109,56,2.3996737219999997,1138,-103.325,-0.597837001,6.068008835,5.755425708,7.79176246,6.191134742000001,4.7619047619999995,16.0,2.01,0.63,0.13636363599999998,0.0,2.337485722922044,47.924780227118426
110,19,2.816903838,1221,-103.3661,-1.262308381,4.8336594239999995,8.335191583,8.483036021,10.69961316,85.4368932,21.7,24.24,0.62,0.454545455,1.590913636,2.8826482908516318,21.610188887795
111,68,2.428134794,1355,-103.4176,-0.588787165,5.9702153739999995,5.922650231,7.745286371000001,6.150815965,28.57142857,19.8,2.09,0.62,0.590909091,0.0,2.404847934381117,48.45008120206443
112,41,3.231979025,2430,-109.15069,-0.458865885,3.7254524339999997,4.55492897,8.638701906,2.681021529,100.0,21.8,2.04,0.41,0.954545455,1.4318181819999998,3.121148491156192,40.01249129600717
113,47,1.7853298359999998,2033,-110.81325,-0.19723217,2.826129489,3.8999504239999996,7.635359922999999,4.223909767,4.7619047619999995,12.5,0.0,0.25,0.0,0.0,2.1023147968295284,53.08320224514225
114,39,2.397940009,890,-111.26926999999999,-0.536143432,7.14703986,8.826367638999999,8.096205552,5.097424424,26.0,29.1,0.06,0.17,0.363636364,0.545454546,2.424815656128037,40.50669794557624
115,11,2.875061263,728,-102.163611,-0.862749965,9.193754585,5.530222424,8.180944432,7.565378902999999,84.76190476,24.6,9.46,0.08,1.0,1.363636364,2.9278140252832867,17.626490846488693
116,44,2.149219113,1168,-116.587778,-0.328504067,4.08311508,6.860034542999999,7.341124099,7.414813816000001,56.19047619,12.1,0.3,0.03,0.272727273,0.0,2.2728598759098655,47.18932806943227
117,55,1.770852011,641,-120.98036,0.512224645,5.91668712,3.624340933,7.175846957,5.111385197,15.23809524,14.9,0.0,0.02,0.272727273,0.0,1.9682245807153897,59.05294374723433
118,56,2.3521825169999997,2041,-110.03366000000001,-0.286349627,6.258395292,2.468099531,5.768155357,4.302712828,4.7619047619999995,16.6,0.05,0.02,0.045454546,1.0,2.20958527099337,53.00192176952177
119,62,2.255272504,428,-123.193056,-0.086647807,4.248638089,4.470495283,7.663922257,4.394449155,10.47619048,19.5,0.0,0.01,0.681818182,0.0,2.037082846778066,58.818990351515346
120,57,1.380211241,1057,-121.54788,0.080657903,2.219203484,3.039749159,6.132782014,1.609437912,13.0,4.5,0.0,0.01,0.090909091,0.0,1.6072305109060008,59.9750950404224
121,63,1.707570175,889,-120.982778,0.740030766,3.5951180739999997,2.341805806,5.057582491000001,3.6506582410000004,6.666666667,10.6,0.0,0.01,0.0,0.0,1.7384500456446612,61.40423860079563
122,65,1.8195439359999999,2460,-109.32201,-0.24334625899999998,1.9430489169999998,3.039749159,6.880047952000001,3.226843995,4.7619047619999995,13.3,0.0,0.0,0.0,0.0,2.0803320609546723,57.445747400389905
123,45,1.9590413919999998,2371,-109.21598,-0.48939034299999995,3.6293948069999997,3.505557397,6.865075309,4.615120517,44.76190476,10.6,0.0,0.0,0.636363636,0.383335,2.142355232936886,46.744266276156644
124,65,2.123851641,1210,-109.19103,-0.599656837,7.3610958470000005,6.946687488999999,7.931087473,5.916202062999999,22.85714286,28.5,0.0,0.0,0.363636364,0.0,2.254604112751383,50.07682058454427
125,66,2.240549248,568,-123.39944399999999,0.297879897,2.246014742,3.6963514689999997,8.031991779,5.38357721,5.714285714,13.1,0.0,0.0,0.0,0.0,2.0336751170229372,63.5539176578273
126,47,1.9912260769999999,1501,-121.72805600000001,0.418710335,2.810004924,1.9169226119999998,6.007812164,0.741937345,0.0,15.3,0.0,0.0,0.181818182,0.13636363599999998,1.950757849688405,51.374589120078475
127,4,2.7267272080000002,652,-103.63651999999999,-0.975510092,9.760794318,5.105945473999999,8.207812327000001,8.978874787999999,66.66666667,25.1,16.94,0.03,0.272727273,1.5,2.887252895541347,12.893242768577108
128,51,2.9079485210000002,606,-102.19245,-0.84629836,6.838298013999999,4.967031657,8.181970773,8.523195143999999,61.90476191,23.6,45.65,0.77,0.772727273,1.5,2.964235967665451,39.09702147865115
129,62,2.359835483,10,-123.73346000000001,1.037091432,1.62924054,5.1721870889999995,5.479634252,4.989071116,51.42857143,15.2,0.0,0.02,0.0,0.0,2.323637285385118,57.402052982019825
130,51,2.107209969,1807,-112.2075,-0.39898614200000004,3.9176073839999996,2.451005098,6.597123873999999,5.005957705,36.19047619,13.2,0.0,0.01,0.0,0.0,2.0645840168876246,51.37093707966329
131,63,1.9590413919999998,1764,-122.51875,-0.157824085,1.486139696,4.085976313,7.5820804310000005,2.954910279,7.826086957,9.4,0.0,0.0,0.038461538999999996,0.0,2.007644066537842,59.552020805128166
132,75,1.6812412369999998,1194,-121.721944,0.320633173,5.029129877,2.197224577,7.004269279,1.960094784,6.666666667,9.2,0.0,0.0,0.272727273,0.0,1.7019566013782939,63.60984520952942
133,65,1.9731278540000001,544,-122.956111,0.073250462,4.984565066,5.96409335,7.96923148,5.435467205,12.38095238,19.0,0.0,0.0,0.045454546,0.0,2.0476147692399267,59.66713094010659
134,63,1.518513941,1039,-122.820278,0.35487332200000005,0.91228271,4.310799125,7.866980423999999,4.14472077,3.80952381,12.6,0.0,0.0,0.045454546,0.0,2.0019584606621716,61.79339360028864
135,41,1.880813592,3470,-106.68959,0.293415604,0.727548607,1.5040773969999999,5.869542646,2.76000994,4.545454546,7.0,0.0,0.0,0.916666667,0.0,1.9844874605062865,42.088135975251134
136,40,2.35410844,1928,-113.20298999999999,-0.34672461299999996,3.7800903339999996,4.128745989,6.165386866,3.6737658160000004,56.19047619,6.3,0.01,0.0,0.545454546,1.0,2.297211093536461,44.11079156971189
137,67,2.296665189,1289,-119.33691999999999,-0.707246105,5.095772694,4.728272383,8.330131179,6.337710296,11.42857143,19.8,0.0,0.0,1.0,1.5,2.3194194562740944,51.439500809965324
138,68,2.107209969,1673,-118.54965,-0.260066905,1.8309801819999998,2.6878474939999997,6.136588357000001,2.7343675089999997,23.80952381,15.1,0.0,0.0,0.0,0.0,2.0226128309627955,61.969494848017106
139,75,1.72427587,790,-122.27953000000001,0.764071519,1.043804052,2.954910279,5.579710438999999,2.360854001,5.263157895,10.4,0.0,0.0,0.0,0.0,1.7768456942038067,65.45073758202099
